message_id,station_id,generation_time_real,latitude,longitude,altitude,heading,speed_kmh,longitudinal_acc,lateral_acc,day,weekday_es,hour,hour_label,received_at,tipo_dia
817780,47027718,2025-03-29 23:52:11.940000+00:00,40.4732202,-3.673117,754.5,337.8,95.33,-0.4,0.1,2025-03-29,Sábado,23,23:00,2025-03-29 23:52:45.038000+00:00,Fin de semana
758238,50159522,2025-03-26 11:49:56.675000+00:00,40.4704465,-3.6711942,750.5,326.2,96.7,0.1,-0.1,2025-03-26,Miércoles,11,11:00,2025-03-26 11:50:52.633000+00:00,Laborable
758261,50159522,2025-03-26 11:51:02.080000+00:00,40.4735367,-3.6734,754.5,339.3,91.26,0.1,-0.3,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:07.301000+00:00,Laborable
758285,50159522,2025-03-26 11:51:02.083000+00:00,40.474630699999985,-3.6738243000000006,757.5,345.0,91.51,0.0,0.4,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:12.306000+00:00,Laborable
758308,50159522,2025-03-26 11:51:02.078000+00:00,40.4756508,-3.6741151,759.5,350.7,90.18,0.2,-0.3,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:16.901000+00:00,Laborable
758332,50159522,2025-03-26 11:51:02.118000+00:00,40.4767358,-3.6742760000000003,762.5,356.0,92.88,0.4,-0.1,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:21.701000+00:00,Laborable
758368,50159522,2025-03-26 11:51:02.079000+00:00,40.47839309999999,-3.6742585,765.5,4.7,86.26,-0.4,-0.1,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:28.901000+00:00,Laborable
758391,50159522,2025-03-26 11:51:02.085000+00:00,40.47936359999999,-3.6741173,768.5,7.7,84.2,0.4,0.0,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:33.506000+00:00,Laborable
758415,50159522,2025-03-26 11:51:02.123000+00:00,40.48037659999999,-3.6739165,769.5,8.6,88.16,0.5,0.1,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:38.306000+00:00,Laborable
758438,50159522,2025-03-26 11:51:02.082000+00:00,40.4814565,-3.6737021000000003,769.5,8.5,91.55,0.2,0.5,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:43.106000+00:00,Laborable
758462,50159522,2025-03-26 11:51:02.095000+00:00,40.4825612,-3.6735062,769.5,6.7,93.85,0.1,0.4,2025-03-26,Miércoles,11,11:00,2025-03-26 11:51:47.906000+00:00,Laborable
758498,50159522,2025-03-26 11:52:07.616000+00:00,40.48736079999999,-3.6730215,772.5,5.4,88.56,-0.3,0.0,2025-03-26,Miércoles,11,11:00,2025-03-26 11:52:08.103000+00:00,Laborable
810116,56455599,2025-03-29 08:59:27.940000+00:00,40.47284199999999,-3.6725925,765.5,327.8,49.07,0.4,-1.1,2025-03-29,Sábado,8,08:00,2025-03-29 08:59:48.738000+00:00,Fin de semana
810139,56455599,2025-03-29 08:59:27.813000+00:00,40.4747662,-3.6736613,762.5,338.2,68.87,0.0,-0.1,2025-03-29,Sábado,9,08:00,2025-03-29 09:00:02.009000+00:00,Fin de semana
810163,56455599,2025-03-29 08:59:27.788000+00:00,40.475681599999994,-3.6739971000000002,763.5,349.7,70.99,0.2,-0.3,2025-03-29,Sábado,9,08:00,2025-03-29 09:00:07.386000+00:00,Fin de semana
810187,56455599,2025-03-29 08:59:27.824000+00:00,40.476692299999996,-3.674139,765.5,356.0,70.96,0.0,0.1,2025-03-29,Sábado,9,08:00,2025-03-29 09:00:13.102000+00:00,Fin de semana
810214,56455599,2025-03-29 08:59:27.824000+00:00,40.4779357,-3.674164799999999,768.5,2.2,70.16,0.4,0.0,2025-03-29,Sábado,9,08:00,2025-03-29 09:00:20.302000+00:00,Fin de semana
810238,56455599,2025-03-29 08:59:27.818000+00:00,40.47895929999999,-3.674054499999999,770.5,6.8,69.05,0.1,0.2,2025-03-29,Sábado,9,08:00,2025-03-29 09:00:26.096000+00:00,Fin de semana
810262,56455599,2025-03-29 08:59:27.823000+00:00,40.4800448,-3.673858699999999,773.5,8.5,68.04,0.2,-0.3,2025-03-29,Sábado,9,08:00,2025-03-29 09:00:32.501000+00:00,Fin de semana
810298,56455599,2025-03-29 09:00:33.379000+00:00,40.4823411,-3.6731613999999997,775.5,28.0,62.39,0.2,-1.1,2025-03-29,Sábado,9,09:00,2025-03-29 09:00:46.601000+00:00,Fin de semana
716883,65125767,2025-03-24 18:44:41.988000+00:00,40.48125079999999,-3.6743914,776.5,182.8,43.13,-0.5,-0.1,2025-03-24,Lunes,18,18:00,2025-03-24 18:45:13.102000+00:00,Laborable
716939,65125767,2025-03-24 18:45:47.319000+00:00,40.47775939999999,-3.6758694999999992,766.5,198.1,44.28,-0.6,-0.6,2025-03-24,Lunes,18,18:00,2025-03-24 18:46:00.216000+00:00,Laborable
783506,71718117,2025-03-28 13:59:08.537000+00:00,40.471185999999996,-3.6718119000000002,758.5,327.1,39.46,-0.6,0.1,2025-03-28,Viernes,13,13:00,2025-03-28 13:59:54.047000+00:00,Laborable
783529,71718117,2025-03-28 14:00:13.833000+00:00,40.4739832,-3.6736282000000005,763.5,341.7,54.4,0.4,0.1,2025-03-28,Viernes,14,14:00,2025-03-28 14:00:22.001000+00:00,Laborable
783552,71718117,2025-03-28 14:00:13.830000+00:00,40.4748814,-3.6739634,765.5,345.8,49.61,-0.5,0.3,2025-03-28,Viernes,14,14:00,2025-03-28 14:00:28.996000+00:00,Laborable
783576,71718117,2025-03-28 14:00:13.833000+00:00,40.4757085,-3.6741855,767.5,350.7,48.24,0.4,0.1,2025-03-28,Viernes,14,14:00,2025-03-28 14:00:35.902000+00:00,Laborable
783608,71718117,2025-03-28 14:00:13.928000+00:00,40.4764551,-3.6743106,769.5,354.5,50.51,-0.3,0.2,2025-03-28,Viernes,14,14:00,2025-03-28 14:00:42.100000+00:00,Laborable
783633,71718117,2025-03-28 14:00:13.829000+00:00,40.477208100000006,-3.6743701,770.5,358.3,54.0,-0.5,0.1,2025-03-28,Viernes,14,14:00,2025-03-28 14:00:47.800000+00:00,Laborable
783664,71718117,2025-03-28 14:00:13.826000+00:00,40.4783427,-3.674333399999999,772.5,4.2,60.7,0.6,0.0,2025-03-28,Viernes,14,14:00,2025-03-28 14:00:55.902000+00:00,Laborable
783688,71718117,2025-03-28 14:00:13.828000+00:00,40.479415900000006,-3.6741762,774.5,7.5,62.35,0.3,0.1,2025-03-28,Viernes,14,14:00,2025-03-28 14:01:02.896000+00:00,Laborable
783711,71718117,2025-03-28 14:00:13.828000+00:00,40.48037519999999,-3.6739865,775.5,8.4,64.37,0.4,0.0,2025-03-28,Viernes,14,14:00,2025-03-28 14:01:08.996000+00:00,Laborable
783741,71718117,2025-03-28 14:00:13.834000+00:00,40.48132619999999,-3.6737777,775.5,8.8,68.8,0.1,0.0,2025-03-28,Viernes,14,14:00,2025-03-28 14:01:14.801000+00:00,Laborable
783766,71718117,2025-03-28 14:00:13.807000+00:00,40.482123699999995,-3.6736321000000003,775.5,7.4,75.38,0.4,0.2,2025-03-28,Viernes,14,14:00,2025-03-28 14:01:19.296000+00:00,Laborable
783802,71718117,2025-03-28 14:01:19.469000+00:00,40.48559749999999,-3.673251,775.5,3.7,86.04,0.4,0.1,2025-03-28,Viernes,14,14:00,2025-03-28 14:01:36.701000+00:00,Laborable
776452,84079108,2025-03-28 10:19:35.476000+00:00,40.4841151,-3.6730614999999998,784.5,267.1,90.14,0.2,0.0,2025-03-28,Viernes,10,10:00,2025-03-28 10:19:38.721000+00:00,Laborable
785031,84545561,2025-03-28 14:30:48.937000+00:00,40.472735799999995,-3.6727732999999994,767.5,307.3,57.96,0.1,1.1,2025-03-28,Viernes,14,14:00,2025-03-28 14:31:39.198000+00:00,Laborable
817999,86109035,2025-03-30 11:57:40.299000+00:00,40.4796501,-3.6743268000000002,774.5,188.3,64.55,-0.2,-0.1,2025-03-30,Domingo,11,11:00,2025-03-30 11:57:57.305000+00:00,Fin de semana
770644,96641169,2025-03-28 08:01:58.093000+00:00,40.4826093,-3.6740957999999995,780.5,156.9,72.04,-0.7,-3.5,2025-03-28,Viernes,8,08:00,2025-03-28 08:02:23.942000+00:00,Laborable
770667,96641169,2025-03-28 08:01:57.984000+00:00,40.48166909999999,-3.6740077000000007,773.5,183.4,66.31,-1.1,-0.5,2025-03-28,Viernes,8,08:00,2025-03-28 08:02:29.115000+00:00,Laborable
770692,96641169,2025-03-28 08:01:57.995000+00:00,40.480558599999995,-3.6741784,773.5,188.3,61.42,-0.2,0.1,2025-03-28,Viernes,8,08:00,2025-03-28 08:02:36.605000+00:00,Laborable
